...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
29;77;022;022_01;022_01_02;0077;chan & langley;2011;Chan_2011;article;"Jason C. K. Chan; Moses M. Langley";Paradoxical effects of testing: Retrieval enhances both accurate recall and suggestibility in eyewitnesses.;2011;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/a0021204;en;en;us;students;lab;course_credit;NA;0;0;0;0;78;39,000;39,000;within;NA;NA;0,6700;0,4200;NA;NA;proportion;0;omit;omit;consistent;compared initial testing vs no testing;Figure 2, p. 251 recall accuracy were extracted by using a ruler;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;NA;no_manipulation;0;168;0;0;cued_recall;text;NA;8;8;24;1 initial test (vs no initial test);They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.;0,670000000;0,420000000;0,2224824726581570;0,21479445695877100;NA;NA;77;1,13193778486374241;0,05949540480001433
30;78;022;022_02;022_02_01;0078;chan & langley;2011;Chan_2011;article;"Jason C. K. Chan; Moses M. Langley";Paradoxical effects of testing: Retrieval enhances both accurate recall and suggestibility in eyewitnesses.;2011;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/a0021204;en;en;us;students;lab;course_credit;NA;0;0;0;0;60;30,000;30,000;within;NA;NA;0,6500;0,1400;NA;NA;proportion;0;omit;omit;consistent;compared initial testing vs no testing;Figure 3, p. 252 recall accuracy were extracted by using a ruler;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;NA;no_manipulation;0;0;0;0;cued_recall;text;NA;8;8;24;no initial test (vs 1 initial test);They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.;0,650000000;0,140000000;0,2093192934989930;0,19375891983509100;NA;NA;78;2,49577948645638337;0,11857429370847074
31;79;022;022_02;022_02_02;0079;chan & langley;2011;Chan_2011;article;"Jason C. K. Chan; Moses M. Langley";Paradoxical effects of testing: Retrieval enhances both accurate recall and suggestibility in eyewitnesses.;2011;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/a0021204;en;en;us;students;lab;course_credit;NA;0;0;0;0;60;30,000;30,000;within;NA;NA;0,8400;0,2000;NA;NA;proportion;0;omit;omit;consistent;compared initial testing vs no testing;Figure 3, p. 252 recall accuracy were extracted by using a ruler;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;168,00;audio;narrative;NA;no_manipulation;0;0;0;0;cued_recall;text;NA;8;8;24;1 initial test (vs no initial test);They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.;0,840000000;0,200000000;0,1686674356460570;0,14864075183868400;NA;NA;79;3,97360003141695906;0,19824581008064046
32;88;026;026_01;026_01_01;0088;christiaansen & ochalek;1983;Christiaansen_1983;article;"Robert E. Christiaansen; Kathleen Ochalek";Editing misleading information from memory: Evidence for the coexistence of original and postevent information;1983;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03196983;en;en;us;students;lab;NA;NA;0;0;0;0;61;16,000;15,000;between;NA;NA;0,9500;0,4100;NA;NA;proportion;0;omit;omit;neutral;3 groups, 1) misled, 2) misled postexposure warned, 3) misled postexposure 45 min delay warned);Table 1, p.420;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;shoplifting_christianseen_et_al_1983;NA;1;0;48,00;text;narrative;NA;no_manipulation;0;0;0;0;recognition;text;NA;4;4;27;biased condition;NA;0,950000000;0,410000000;0,1270115226507190;0,13589590787887601;NA;NA;88;4,00297019655252040;0,38761457625517831
33;89;026;026_01;026_01_01;0089;christiaansen & ochalek;1983;Christiaansen_1983;article;"Robert E. Christiaansen; Kathleen Ochalek";Editing misleading information from memory: Evidence for the coexistence of original and postevent information;1983;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03196983;en;en;us;students;lab;NA;NA;0;0;0;0;61;16,000;12,000;between;NA;NA;0,9500;0,6200;NA;NA;proportion;0;omit;omit;neutral;3 groups, 1) misled, 2) misled postexposure warned, 3) misled postexposure 45 min delay warned);Table 1, p.420;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;shoplifting_christianseen_et_al_1983;NA;1;0;48,00;text;narrative;NA;no_manipulation;0;0;1;0;recognition;text;NA;4;4;27;biased-immediately-informed condition (warned after PEI);NA;0,950000000;0,620000000;0,0814127475023270;0,07175669819116590;NA;NA;89;4,13520117097894424;0,45118848912736248
34;90;026;026_01;026_01_01;0090;christiaansen & ochalek;1983;Christiaansen_1983;article;"Robert E. Christiaansen; Kathleen Ochalek";Editing misleading information from memory: Evidence for the coexistence of original and postevent information;1983;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03196983;en;en;us;students;lab;NA;NA;0;0;0;0;61;16,000;18,000;between;NA;NA;0,9500;0,9500;NA;NA;proportion;0;omit;omit;neutral;3 groups, 1) misled, 2) misled postexposure warned, 3) misled postexposure 45 min delay warned);Table 1, p.420;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;shoplifting_christianseen_et_al_1983;NA;1;0;48,00;text;narrative;NA;no_manipulation;0;0;1;0;recognition;text;NA;4;4;27;biased-delay-informed condition, received warning 45minlater, just prior to the final test;NA;0,950000000;0,950000000;0,0898255482316017;0,10444042831659300;NA;NA;90;0,00000000000000000;0,11805555555555555
35;91;026;026_02;026_02_01;0091;christiaansen & ochalek;1983;Christiaansen_1983;article;"Robert E. Christiaansen; Kathleen Ochalek";Editing misleading information from memory: Evidence for the coexistence of original and postevent information;1983;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03196983;en;en;us;students;lab;NA;NA;0;0;0;0;81;21,000;21,000;between;NA;NA;0,8500;0,2100;NA;NA;proportion;0;omit;omit;consistent;accurate control group vs biased;Table 3, p 472;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;1;0;48,00;text;narrative;NA;no_manipulation;0;0;0;0;recognition;text;NA;4;4;24;biased condition;they also had a neutral control group condition, I only compared with the consistent/accurate one.;0,850000000;0,210000000;0,1486404836177830;0,15374165773391699;NA;NA;91;4,15251026575326687;0,30051597032364602
36;92;026;026_02;026_02_01;0092;christiaansen & ochalek;1983;Christiaansen_1983;article;"Robert E. Christiaansen; Kathleen Ochalek";Editing misleading information from memory: Evidence for the coexistence of original and postevent information;1983;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03196983;en;en;us;students;lab;NA;NA;0;0;0;0;81;21,000;21,000;between;NA;NA;0,8500;0,4900;NA;NA;proportion;0;omit;omit;consistent;accurate control group vs immediately informed;Table 3, p 472;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;1;0;48,00;text;narrative;NA;no_manipulation;0;0;1;0;recognition;text;NA;4;4;24;biased-immediately-informed condition (warned prior to the final test), in the first experiment, this group were warned right after PEI;they also had a neutral control group condition, I only compared with the consistent/accurate one.;0,850000000;0,490000000;0,1696717590093610;0,17297957837581601;NA;NA;92;2,06147704610960547;0,14582961442424744
37;93;026;026_02;026_02_01;0093;christiaansen & ochalek;1983;Christiaansen_1983;article;"Robert E. Christiaansen; Kathleen Ochalek";Editing misleading information from memory: Evidence for the coexistence of original and postevent information;1983;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03196983;en;en;us;students;lab;NA;NA;0;0;0;0;81;21,000;18,000;between;NA;NA;0,8500;0,4300;NA;NA;proportion;0;omit;omit;consistent;accurate control group vs biased delayed informed;Table 3, p 472;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;1;0;48,00;text;narrative;NA;no_manipulation;0;0;1;0;recognition;text;NA;4;4;24;biased-delay-informed condition, received warning 45minlater, just prior to the final test;they also had a neutral control group condition, I only compared with the consistent/accurate one.;0,850000000;0,430000000;0,2095246911048890;0,18921424448490101;NA;NA;93;2,05249045867618918;0,15718379654584411
38;94;027;027_01;027_01_01;0094;sheehan & tilden;1983;Sheehan_1983;article;"Peter W. Sheehan; Jan Tilden";Effects of suggestibility and hypnosis on accurate and distorted retrieval from memory.;1983;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.9.2.283;en;en;au;community;lab;none;NA;0;0;0;0;96;12,000;12,000;between;NA;NA;11,9200;12,3300;NA;NA;count;0;omit;omit;neutral;compared people high and low in suggestibility, as well as awake or under hypnosis;Table 3, p.289;NA;NA;NA;NA;NA;0,6100;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;1;0;0;0;recognition;text;NA;3;3;15;Under hypnosis, high suggestibility;"They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.";0,794666667;0,822000000;0,1366495043039320;0,15899908542633101;NA;NA;94;-0,17800798264581802;0,16732680920595069
39;95;027;027_01;027_01_02;0095;sheehan & tilden;1983;Sheehan_1983;article;"Peter W. Sheehan; Jan Tilden";Effects of suggestibility and hypnosis on accurate and distorted retrieval from memory.;1983;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.9.2.283;en;en;au;community;lab;none;NA;0;0;0;0;96;12,000;12,000;between;NA;NA;11,9200;11,6700;NA;NA;count;0;omit;omit;neutral;compared people high and low in suggestibility, as well as awake or under hypnosis;Table 3, p.289;NA;NA;NA;NA;NA;0,6100;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;1;0;0;0;recognition;text;NA;3;3;15;Under hypnosis, low suggestibility;"They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.";0,794666667;0,778000000;0,1707859188318250;0,19009503722190901;NA;NA;95;0,08904798633093643;0,16683186549728321
40;96;027;027_01;027_01_03;0096;sheehan & tilden;1983;Sheehan_1983;article;"Peter W. Sheehan; Jan Tilden";Effects of suggestibility and hypnosis on accurate and distorted retrieval from memory.;1983;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.9.2.283;en;en;au;community;lab;none;NA;0;0;0;0;96;12,000;12,000;between;NA;NA;12,9200;12,3300;NA;NA;count;0;omit;omit;neutral;compared people high and low in suggestibility, as well as awake or under hypnosis;Table 3, p.289;NA;NA;NA;NA;NA;0,6100;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;1;0;0;0;recognition;text;NA;3;3;15;Awake, high suggestibility;"They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.";0,861333333;0,822000000;0,0812375470995903;0,09790024161338810;NA;NA;96;0,42214625789643728;0,17037932214699927
41;97;027;027_01;027_01_04;0097;sheehan & tilden;1983;Sheehan_1983;article;"Peter W. Sheehan; Jan Tilden";Effects of suggestibility and hypnosis on accurate and distorted retrieval from memory.;1983;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.9.2.283;en;en;au;community;lab;none;NA;0;0;0;0;96;12,000;12,000;between;NA;NA;12,6700;11,4200;NA;NA;count;0;omit;omit;neutral;compared people high and low in suggestibility, as well as awake or under hypnosis;Table 3, p.289;NA;NA;NA;NA;NA;0,6100;NA;no_manipulation;0;0;visual;wallet_snatching_slides_loftus_1979b;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;1;0;0;0;recognition;text;NA;3;3;15;Awake, low suggestibility;"They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.";0,844666667;0,761333333;0,1319254040718080;0,15837189555168199;NA;NA;97;0,55200253450348757;0,17301472496038070
42;99;028;028_04;028_04_01;0099;loftus;1975;Loftus_1975;article;Elizabeth F Loftus;Leading questions and the eyewitness report;1975;Cognitive Psychology;10.1016/0010-0285(75)90023-7;en;en;us;students;lab;NA;NA;0;0;0;0;100;50,000;50,000;between;NA;NA;0,9160;0,7080;NA;NA;proportion;0;omit;omit;no misinformation;compared false presuppositions and control (reversed);Results, p.569;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;car_accident_loftus_1975;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;0;168;0;0;recognition;text;NA;5;5;20;false presuppositions;"Not sure if the video had audio. Had another condition named ""direct questions"", I do not think this counts as misleading PEI";0,916000000;0,708000000;0,1998131871223450;0,21937246620655099;NA;NA;99;0,98371252375792262;0,04483845164699091
43;110;030;030_01;030_01_01;0110;miller & loftus;1976;NA;NA;NA;NA;NA;NA;10.3758/BF03337105;en;en;us;students;lab;course_credit;NA;0;0;0;0;26;26,000;26,000;within;NA;NA;0,8800;0,3100;NA;NA;proportion;0;omit;omit;consistent;"compared correct ""yes"" responses vs. falsely recognized responses (reversed)";Results, p.10;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;photography_models_slides_miller_loftus_1976;NA;0;0;0,00;live;interview;NA;no_manipulation;0;0;0;0;recognition;visual;NA;6;4;20;NA;The subjects were exposed to slides depicting one of five persons (models) engaged in one of four different activities. During exposure they saw a slide of the model and then asked a question about the model. In th erecall phase they had to identify the right model.;0,880000000;0,310000000;0,2661468982696530;0,26595458388328602;NA;NA;110;2,11012293433148823;0,11973671921145895
44;113;031;031_02;031_02_01;0113;schreiber & sergent;1998;NA;NA;NA;NA;NA;NA;10.3758/BF03208819;en;en;us;students;lab;course_credit;NA;0;0;0;0;48;48,000;48,000;within;NA;NA;0,6700;0,5200;NA;NA;proportion;0;omit;omit;neutral;compared control group with misled-plus-commit group;Results, p. 445;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;NA;no_manipulation;1;0;0;0;modified_test;visual;NA;2;2;NA;NA;They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall;0,670000000;0,520000000;0,2759492397308350;0,26935225725174000;NA;NA;113;0,54571123808797140;0,04321771226758076
45;114;031;031_03;031_03_01;0114;schreiber & sergent;1998;NA;NA;NA;NA;NA;NA;10.3758/BF03208819;en;en;us;students;lab;course_credit;NA;0;0;0;0;216;18,000;18,000;between;NA;NA;0,7100;0,2800;NA;NA;proportion;0;omit;omit;neutral;compared control & misled-only on 1 slide & standard test;Table 1, p.446;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;NA;no_manipulation;1;0;0;0;recognition;text;NA;2;2;NA;misled-only, 1 slide, standard test;They did the interpolated test (repeated recall) after expose and before recall;0,710000000;0,280000000;0,1531554907560350;0,15904441475868200;NA;NA;114;2,69287591065903031;0,21182750930844030
46;115;031;031_03;031_03_02;0115;schreiber & sergent;1998;NA;NA;NA;NA;NA;NA;10.3758/BF03208819;en;en;us;students;lab;course_credit;NA;0;0;0;0;216;18,000;18,000;between;NA;NA;0,7200;0,7100;NA;NA;proportion;0;omit;omit;neutral;compared control & misled-only on 1 slide & modified test;Table 1, p.446;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;NA;no_manipulation;1;0;0;0;modified_test;text;NA;2;2;NA;misled-only, 1 slide & modified test;They did the interpolated test (repeated recall) after expose and before recall;0,720000000;0,710000000;0,1406328231096270;0,15095117688178999;NA;NA;115;0,06702278296682602;0,11117350074217525
