"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"31","047","047_01","047_01_01",NA,"0193","nahleen",2021,"Nahleen_2020","article","Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi","Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?","2020","Psychological Research","10.1007/s00426-020-01409-x","en","en","us","mturk","online","NA","NA",1,1,1,0,196,49,49,"between",NA,NA,0.91,0.95,0.21,0.13,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in no misinformation and repeated misinformation old crux clips.","table 2, p. 2461",40.52,NA,12.6,20,72,0.55,"NA","no_manipulation",0,0,"visual","fatal_car_accident_takarangi_2012","traumatic",0,0,"24","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","6","6","18","NA","A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.","0",-0.227244509354372,0.0410797962603659
"32","043","043_01","043_01_02","241_01_02","0194","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,10,10,"within",NA,NA,1.6,1.9,0.15,0.15,"count",0,"omit","omit","consistent","comparing consistent and misled accuracy on central detail items on 5-6 year olds","table 2, p.9",5.3,NA,NA,NA,NA,0.5,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",3,0,"8904","live","interview","no_manipulation","no_manipulation",1,"8736",0,0,"free_recall","live","central","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",-1.91529285404744,0.29170866791913
"33","043","043_01","043_01_05","241_01_02","0195","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,10,10,"within",NA,NA,1.6,1.9,0.15,0.15,"count",0,"omit","omit","no_misinformation",NA,"table 2, p.9",5.3,NA,NA,NA,NA,0.5,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",3,0,"8904","live","interview","no_manipulation","no_manipulation",1,"8736",0,0,"free_recall","live","central","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",-1.91529285404744,0.29170866791913
"34","044","044_01","044_01_02",NA,"0196","roebers & schneider",2000,"NA","NA",NA,"NA","NA","NA","10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W","en","de","de","community","field","NA","NA",0,0,0,0,284,43,37,"between",NA,NA,7.6,7.6,0.5,0.7,"count",0,"omit","omit","neutral","8 year olds central","Table 4, p. 519",8.16,NA,0.5,NA,NA,0.5,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"504","live","interview","NA","no_manipulation",0,"168",0,0,"recognition","live","central","8","8","27","NA","All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it","0",0,0.0502828409805154
"35","048","048_01","048_01_02","292_01_02","0197","roediger et al",2001,NA,"article",NA,"social contagion of memory",NA,"psychonomic bulletin and review",NA,"en","en","us","students","lab","required","partial fulfillment of a course requirement",0,0,0,0,24,12,12,"within",NA,NA,1,0.95,0.661745714285714,0.974318333333333,"proportion",0,"omit","omit","no_misinformation","contagion vs control low 60 sec  (reversed)","table 1, p367",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","household_slides_roediger_et_al_2001","NA",0,0,"0","live","cowitness","NA","no_manipulation",0,"0",0,0,"recognition","free_recall","NA","8.9","3","11.9","low expectancy items, 60 sec viewing each slide","he experiment consisted of a 2 3 2 3 2 mixed design. Exposure to social contagion (contagion or no contagion) and the expectancy of the contagion items (high expectancy or low expectancy) were manipulated within subjects. Presentation rate of the scenes (15 or 60 sec) was manipulated between subjects. The scenes contained an average of 23.8 objects (6 slides in total) that were a mixture of high- and low- expectancy items, I divided it by 2 to generate items_total for high & low","1",0.0579622160045286,0.16673665871842
"36","049","049_01","049_01_01",NA,"0198","belli",1992,"Belli_1992","article","Robert F. Belli; Paul D. Windschitl; Thomas T. McCarthy; Steve E. Winfrey","Detecting memory impairment with a modified test procedure: Manipulating retention interval with centrally presented event items.","1992","Journal of Experimental Psychology: Learning, Memory, and Cognition","10.1037/0278-7393.18.2.356","en","en","us","students","lab","course_credit","NA",0,0,0,0,72,72,72,"within",NA,NA,1.89,1.89,0.36,0.36,"count",0,"omit","omit","neutral","comparing recall on neutral control items and misled items.","p.362",19.5,NA,NA,NA,NA,0.639,"NA","no_manipulation",0,0,"visual","mother_child_slides_belli_et_al_1992","NA",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","NA","2","2","8","NA","standard within subjects ME design usign a forced choice test between event items and a novel item. Mean recall and SD was exactly the same across conditions","0",0,0.0277777777777778
"37","043","043_01","043_01_02","241_01_02","0199","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,10,10,"within",NA,NA,1.6,1.89,0.15,0.16,"count",0,"omit","omit","consistent","comparing consistent and misled accuracy on peripheral detail items on 5-6 year olds","table 2, p.9",5.3,NA,NA,NA,NA,0.5,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",3,0,"8904","live","interview","no_manipulation","no_manipulation",1,"8736",0,0,"free_recall","live","peripheral","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",-1.79079408070848,0.280173585987514
"38","043","043_01","043_01_05","241_01_02","0200","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,10,10,"within",NA,NA,1.6,1.89,0.15,0.16,"count",0,"omit","omit","no_misinformation",NA,"table 2, p.9",5.3,NA,NA,NA,NA,0.5,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",3,0,"8904","live","interview","no_manipulation","no_manipulation",1,"8736",0,0,"free_recall","live","peripheral","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",-1.79079408070848,0.280173585987514
"39","043","043_01","043_01_03","241_01_03","0201","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,15,15,"within",NA,NA,1.61,1.89,0.11,0.11,"count",0,"omit","omit","consistent","comparing consistent and misled accuracy on peripheral detail items on 8-13 year olds","table 2, p.9",9.3,NA,NA,NA,NA,0.533,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",3,0,"8904","live","interview","no_manipulation","no_manipulation",1,"8736",0,0,"free_recall","live","peripheral","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",-2.47655447468811,0.235555367768295
"40","043","043_01","043_01_06","241_01_03","0202","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,16,15,"within",NA,NA,1.61,1.89,0.11,0.11,"count",0,"omit","omit","no_misinformation",NA,"table 2, p.9",9.3,NA,NA,NA,NA,0.533,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",3,0,"8904","live","interview","no_manipulation","no_manipulation",1,"8736",0,0,"free_recall","live","peripheral","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",-2.47895450624621,0.228283044796318
"41","050","050_01","050_01_04",NA,"0203","campbell et al",2007,"NA","NA",NA,"NA","NA","NA","10.1348/000712606X160768","en","en","au","students","lab","NA","NA",0,0,0,0,60,15,15,"within",NA,NA,0.94,0.93,0.15,0.14,"proportion",0,"omit","omit","consistent","compared post-event information presented via an auditory or written modality(restated control condition)","Table 1, p.490",20.61,NA,7.23,NA,NA,0.7,"NA","no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"modified_test","text","NA","5","5","15","written modality","compared post-event information presented via an auditory or written modality and used a recognition test or modified test","0",0.0670589098448809,0.13340828162316
"42","050","050_01","050_01_04",NA,"0204","campbell et al",2007,"NA","NA",NA,"NA","NA","NA","10.1348/000712606X160768","en","en","au","students","lab","NA","NA",0,0,0,0,60,15,15,"within",NA,NA,0.9,0.93,0.14,0.14,"proportion",0,"omit","omit","neutral","compared post-event information presented via an auditory or written modality(neutral control condition) MODIFIED TEST","Table 1, p.490",20.61,NA,7.23,NA,NA,0.7,"NA","no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"modified_test","text","NA","5","5","15","written modality","compared post-event information presented via an auditory or written modality and used a recognition test or modified test","0",-0.208485453226295,0.134057769736783
"43","047","047_02","047_02_01",NA,"0205","nahleen",2021,"Nahleen_2020","article","Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi","Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?","2020","Psychological Research","10.1007/s00426-020-01409-x","en","en","us","mturk","online","NA","NA",1,1,1,0,165,55,55,"between",NA,NA,0.84,0.93,0.23,0.13,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in no misinformation and single misinformation old crux clips.","table 2, p. 2461",38.09,NA,10.72,21,76,0.582,"NA","no_manipulation",0,0,"visual","fatal_car_accident_takarangi_2012","traumatic",0,0,"24","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","6","6","18","NA","A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.","0",-0.478404344686017,0.0374039578046112
"44","047","047_01","047_01_01",NA,"0206","nahleen",2021,"Nahleen_2020","article","Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi","Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?","2020","Psychological Research","10.1007/s00426-020-01409-x","en","en","us","mturk","online","NA","NA",1,1,1,0,196,49,49,"between",NA,NA,0.91,0.93,0.21,0.15,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in no misinformation and single misinformation old crux clips.","table 2, p. 2461",40.52,NA,12.59,20,72,0.55,"NA","no_manipulation",0,0,"visual","fatal_car_accident_takarangi_2012","traumatic",0,0,"24","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","6","6","18","NA","A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.","0",-0.108740470034513,0.0408766555603231
"45","051","051_01","051_01_01",NA,"0207","wright & stroud",1998,"Wright_1998","article","Daniel B. Wright; Joanne N. Stroud","Memory quality and misinformation for peripheral and central objects","1998","Legal and Criminological Psychology","10.1111/j.2044-8333.1998.tb00366.x","en","en","gb","students","lab","money","4 GBP",0,0,0,0,108,108,108,"within",NA,NA,0.98,0.93,0.339902,0.307672333333333,"proportion",0,"omit","omit","neutral","compares recall accuracy on central details within subjects","Table 1, p.278",NA,24,NA,18,48,0.68,"NA","no_manipulation",0,0,"visual","shoplifting_slides_wright_stroud_1998","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","central","2","2","10","central item","People were randomly allocated into conditions that saw either one or two pieces of misinformation (out of 3 critical items on the test). I coded items_misled and items_control as 2 respectively, since it's the amount of info they might have been exposed to","1",0.153690257404619,0.0185731960537525
"46","043","043_01","043_01_01","241_01_01","0208","peterson",2004,"Peterson_2004","article","Carole Peterson; Tina Parsons; Myra Dean","Providing misleading and reinstatement information a year after it happened: Effects on long-term memory","2004","Memory","10.1080/09658210344000468","en","en","ca","community","field","NA","NA",0,0,0,0,104,13,13,"within",NA,NA,1.93,1.85,0.15,0.17,"count",0,"omit","omit","consistent","comparing consistent and misled accuracy on central detail items on 3-4 year olds","table 1, p.7",3.8,NA,NA,NA,NA,0.308,"NA","no_manipulation",0,0,"live","hospital_treatment_peterson_et_al_2004","NA",2,0,"8904","live","interview","no_manipulation","no_manipulation",0,"168",0,0,"free_recall","live","central","2","2","NA","NA","A interesting study examining childrens recall of n injury they had a year prior. Two memory tests are gathered. One after a week delay and on after a year delay.","0",0.483239709077838,0.158336934931339
