...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,misinformation_type,misinformation_type_notes,sd_imputed,yi,vi,year_raw,control_acc,precision,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub
26,008,008_01,008_01_02,NA,0026,lassiter et al,-20.664519326065374,Lassiter_1987,article,G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold,Effect of Leading Questions on the Self-Monitoring-Memory Correlation,1987,Personality and Social Psychology Bulletin,10.1177/0146167287134010,en,en,us,students,lab,NA,NA,0,0,0,0,48,12,12,between,NA,NA,0.771,0.74,0.16328444982795,0.218191116522367,proportion,0,omit,omit,no_misinformation,"comparing two groups on their recall accuracy on leading vs nonleading questions, as a function of subjects degree' of self-monitoring (high-monitors)","Table 2, p.542",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,generic_activities_video_lassiter_et_al_1987,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,5,5,45,Low self-monitors,additive,NA,1,0.155311092760582,0.167169198656968,1987,0.12298320730676582,5.981963232664678,0.004457803512628219,-0.6259623486383963,0.9420813153104189,-0.6644461985026628,0.7812734413989783,0.24017809311958305,0.3105330290090882,1.2520138537888683,-1.0104799661134165,2.573026848911373
27,008,008_01,008_01_01,NA,0027,lassiter et al,-20.664519326065374,Lassiter_1987,article,G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold,Effect of Leading Questions on the Self-Monitoring-Memory Correlation,1987,Personality and Social Psychology Bulletin,10.1177/0146167287134010,en,en,us,students,lab,NA,NA,0,0,0,0,48,12,12,between,NA,NA,0.94,0.728,0.138975181818182,0.215018408064158,proportion,0,omit,omit,no_misinformation,"comparing two groups on their recall accuracy on leading vs nonleading questions, as a function of subjects degree' of self-monitoring (high-monitors)","Table 2, p.542",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,generic_activities_video_lassiter_et_al_1987,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,5,5,45,High self-monitors,additive,NA,1,1.13058827207096,0.193296455019675,1987,0.29198320730676575,5.173400618744991,0.005163170209129315,0.08858239150147917,0.9555339029540671,0.09270460339253642,1.0420058805694807,0.2414227365838644,0.568826011816006,1.5151857493229555,-0.7503899813061343,2.834401742445096
28,009,009_01,009_01_01,NA,0028,calvillo et al.,8.335480673934626,Calvillo_2016,article,Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy,Sleep Increases Susceptibility to the Misinformation Effect,2016,Applied Cognitive Psychology,10.1002/acp.3259,en,en,us,students,lab,course_credit,course credit toward the completion of a research requirement,0,0,0,0,177,59,59,within,NA,NA,0.846,0.19,0.09,0.318,proportion,0,omit,omit,consistent,comparing groups depending on how much they have slept,"Table 2, p. 1064, proportions were measured with a ruler",19.75,NA,NA,19.37,20.12,0.36439999999999995,NA,no_manipulation,0,0,visual,car_theft_and_grocery_store__slides_calvillo_et_al_2016,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,6,6,36,immediate exposure to misinformation,contradictory,NA,0,2.78891718013271,0.0668561823628787,2016,0.19798320730676577,14.957479841912736,0.0013257356653727048,1.8582901123647946,0.8886223860744118,2.091203351936696,0.9306270677679156,0.23503182708922005,0.46997315145239893,1.3912809840834321,-0.85850282357371,2.7197569591095414
29,009,009_01,009_01_02,NA,0029,calvillo et al.,8.335480673934626,Calvillo_2016,article,Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy,Sleep Increases Susceptibility to the Misinformation Effect,2016,Applied Cognitive Psychology,10.1002/acp.3259,en,en,us,students,lab,course_credit,course credit toward the completion of a research requirement,0,0,0,0,177,36,36,within,NA,NA,0.851,0.274,0.174,0.373,proportion,0,omit,omit,consistent,comparing groups depending on how much they have slept,"Table 2, p. 1064, proportions were measured with a ruler",20.44,NA,NA,19.35,21.54,0.27769999999999995,NA,no_manipulation,0,0,visual,car_theft_and_grocery_store__slides_calvillo_et_al_2016,NA,0,0,12,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,6,6,36,exposure to misinformation after being awake for 12 hours,contradictory,NA,0,1.96123551238467,0.082266977326658,2016,0.20298320730676578,12.155545669671243,0.0012734773989236676,1.0227806662303558,0.8972426742574072,1.1399153156383792,0.9384548461543144,0.23506612523431997,0.47773370670966536,1.3991759855989634,-0.8506923545551325,2.7276020468637614
30,009,009_01,009_01_03,NA,0030,calvillo et al.,8.335480673934626,Calvillo_2016,article,Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy,Sleep Increases Susceptibility to the Misinformation Effect,2016,Applied Cognitive Psychology,10.1002/acp.3259,en,en,us,students,lab,course_credit,course credit toward the completion of a research requirement,0,0,0,0,177,36,36,within,NA,NA,0.797,0.357,0.199,0.423,proportion,0,omit,omit,consistent,comparing groups depending on how much they have slept,"Table 2, p. 1064,proportions were measured with a ruler",20.56,NA,NA,19.78,21.32,0.19440000000000002,NA,no_manipulation,0,0,visual,car_theft_and_grocery_store__slides_calvillo_et_al_2016,NA,0,0,12,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,6,6,36,exposure to misinformation after being asleep for 12 hours,contradictory,NA,0,1.31678293963839,0.0675966479869633,2016,0.14898320730676584,14.793632965244965,9.48254249686291e-4,0.4616390503787924,0.8891230549858499,0.519207153374444,0.8551438892595977,0.2347133645410762,0.39511414806886785,1.3151736304503276,-0.9338253950645585,2.644113173583754
31,009,009_01,009_01_04,NA,0031,calvillo et al.,8.335480673934626,Calvillo_2016,article,Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy,Sleep Increases Susceptibility to the Misinformation Effect,2016,Applied Cognitive Psychology,10.1002/acp.3259,en,en,us,students,lab,course_credit,course credit toward the completion of a research requirement,0,0,0,0,177,46,46,within,NA,NA,0.797,0.398,0.158,0.49,proportion,0,omit,omit,consistent,comparing groups depending on how much they have slept,"Table 2, p. 1064, proportions were measured with a ruler",20.48,NA,NA,19.44,21.52,0.1956,NA,no_manipulation,0,0,visual,car_theft_and_grocery_store__slides_calvillo_et_al_2016,NA,0,0,24,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,6,6,36,exposure to misinformation after 24 hours,contradictory,NA,0,1.0868418817428,0.0498979634560339,2016,0.14898320730676584,20.040898079560304,0.0010364158308990956,0.23158419158705512,0.8791142117529539,0.26342901581044426,0.8552576901557449,0.23471192676260463,0.3952307669590371,1.3152846133524527,-0.9337108695291656,2.6442262498406555
32,010,010_01,010_01_03,NA,0032,compo et al,4.335480673934626,Compo_2012,article,Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose,Intoxicated eyewitnesses: Better than their reputation?,2012,Law and Human Behavior,10.1037/h0093951,en,en,us,students,lab,course_credit,research credit,0,0,0,0,93,25,25,within,NA,NA,0.253,0.178,0.124,0.141,proportion,1,omit,omit,consistent,comparing groups depending on alcohol / placebo / control,"Table 2, p. 84",24,NA,4.6,NA,NA,NA,NA,no_manipulation,0,0,live,intruder_theft_staged_crime_compo_et_al_2012,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,live,NA,12,12,24,alcohol/placebo/control (control),contradictory,NA,0,-0.55599641440987,0.0830913201283663,2012,-0.3950167926932342,12.034951405936479,0.002062526045267942,-0.5671052050732382,0.8981555470543897,-0.6314109030814636,0.011108790663368177,0.23332692908961863,-0.44620358697561535,0.4684211683023517,-1.777163657320186,1.7993812386469226
33,010,010_01,010_01_01,NA,0033,compo et al,4.335480673934626,Compo_2012,article,Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose,Intoxicated eyewitnesses: Better than their reputation?,2012,Law and Human Behavior,10.1037/h0093951,en,en,us,students,lab,course_credit,research credit,0,0,0,0,93,30,30,within,NA,NA,0.244,0.193,0.131,0.131,proportion,1,omit,omit,consistent,comparing groups depending on alcohol / placebo / control,"Table 2, p. 84",24,NA,4.6,NA,NA,NA,NA,no_manipulation,0,1,live,intruder_theft_staged_crime_compo_et_al_2012,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,live,NA,12,12,24,alcohol/placebo/control (alcohol),contradictory,NA,0,-0.38425330253762,0.0678970883375922,2012,-0.4040167926932342,14.728172068703211,0.0023203397994152877,-0.38147693371853536,0.8896373713968208,-0.42880048206560606,-0.002776368819084659,0.23340085296832982,-0.46023363459793964,0.4546808969597703,-1.7910858743267695,1.7855331366886
34,010,010_01,010_01_02,NA,0034,compo et al,4.335480673934626,Compo_2012,article,Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose,Intoxicated eyewitnesses: Better than their reputation?,2012,Law and Human Behavior,10.1037/h0093951,en,en,us,students,lab,course_credit,research credit,0,0,0,0,93,38,38,within,NA,NA,0.261,0.211,0.144,0.144,proportion,1,omit,omit,consistent,comparing groups depending on alcohol / placebo / control,"Table 2, p. 84",24,NA,4.6,NA,NA,NA,NA,no_manipulation,0,0,live,intruder_theft_staged_crime_compo_et_al_2012,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,live,NA,12,12,24,alcohol/placebo/control (placebo),contradictory,NA,0,-0.343689147671921,0.0534086988830753,2012,-0.3870167926932342,18.72354168726792,0.0022889778716185033,-0.36714030231969164,0.8814934015765628,-0.4164980720934,0.023451154647770648,0.2332629509258946,-0.4337358280945168,0.48063813739005806,-1.764789230385592,1.8116915396811335
35,011,011_01,011_01_01,NA,0035,powers et al,-28.664519326065374,Powers_1979,article,Peter A. Powers; Joyce L. Andriks; Elizabeth F. Loftus,Eyewitness accounts of females and males.,1979,Journal of Applied Psychology,10.1037/0021-9010.64.3.339,en,en,us,students,lab,money,money (unspecified) and WPS scores,0,0,0,0,50,25,25,between,NA,NA,2.72,0.84,0.896598232400476,0.962190046940989,count,0,omit,omit,consistent,NA,"Table 2, p.342",NA,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,fight_slides_powers_et_al_1979,NA,1,0,24,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,4,4,20,no moderators,contradictory,NA,1,1.98978477396519,0.119592434467037,1979,0.03198320730676585,8.361732951222995,0.015674822645954597,1.3391320830860074,0.9137211915639426,1.4655806338407489,0.6506526908791825,0.25047862377576824,0.15972360938151875,1.1415817723768464,-1.1465103792219737,2.4478157609803386
36,012,012_01,012_01_02,NA,0036,zoladz et al,9.335480673934626,Zoladz_2017,article,Phillip R. Zoladz; Chelsea E. Cadle; Alison M. Dailey; Miranda K. Fiely; David M. Peters; Hannah E. Nagle; Brianne E. Mosley; Amanda R. Scharf; Callie M. Brown; Tessa J. Duffy; McKenna B. Earley; Boyd R. Rorabaugh; Kristie E. Payment,Blunted cortisol response to acute pre-learning stress prevents misinformation effect in a forced confabulation paradigm,2017,Hormones and Behavior,10.1016/j.yhbeh.2017.04.003,en,en,us,students,lab,none,NA,0,0,0,0,84,18,18,within,NA,NA,0.082,0.1,0.136,0.212,proportion,1,omit,omit,consistent,compared recall between confabulations and control items on non-responders to stress,Fig 3. p. 6. Probability of assents were gathered using a ruler,NA,NA,NA,NA,NA,0.16659999999999997,NA,no_manipulation,0,0,audiovisual,looking_for_miracles,NA,0,0,24,live,interview,NA,no_manipulation,0,72,1,0,recognition,text,NA,9,4,22,"Stress. Non-responder (stressed) participants. Stressed participants were devided into cortisol ìrespondersî and ìnon-respondersî based on their cortisol response to the CPT. Specifically, stressed participants exhibiting a cortisol increase of at least 2.5 nmol/l following the CPT were considered responders (N =31; 17 males, 14 females); all other stressed participants were considered non-responders",additive,NA,0,0.0988174904582455,0.111246734672506,2017,-0.5660167926932342,8.989027884223773,0.00346732850937732,0.6392892960843087,0.9117729145434171,0.7011496896729398,-0.5404718056260632,0.24072891266341231,-1.0122918044838394,-0.06865180676828703,-2.332509151441553,1.2515655401894268
37,012,012_01,012_01_01,NA,0037,zoladz et al,9.335480673934626,Zoladz_2017,article,Phillip R. Zoladz; Chelsea E. Cadle; Alison M. Dailey; Miranda K. Fiely; David M. Peters; Hannah E. Nagle; Brianne E. Mosley; Amanda R. Scharf; Callie M. Brown; Tessa J. Duffy; McKenna B. Earley; Boyd R. Rorabaugh; Kristie E. Payment,Blunted cortisol response to acute pre-learning stress prevents misinformation effect in a forced confabulation paradigm,2017,Hormones and Behavior,10.1016/j.yhbeh.2017.04.003,en,en,us,students,lab,none,NA,0,0,0,0,84,31,31,within,NA,NA,0.126,0.428,0.245,0.35,proportion,1,omit,omit,consistent,compared recall between confabulations and control items on responders to stress,Fig 3. p. 6. Probability of assents were gathered using a ruler,NA,NA,NA,NA,NA,-0.0484,NA,no_manipulation,0,0,audiovisual,looking_for_miracles,NA,0,0,24,live,interview,NA,no_manipulation,0,72,1,0,recognition,text,NA,9,4,22,"Stress. Responder (stressed) participants. Stressed participants were devided into cortisol ìrespondersî and ìnon-respondersî based on their cortisol response to the CPT. Specifically, stressed participants exhibiting a cortisol increase of at least 2.5 nmol/l following the CPT were considered responders (N =31; 17 males, 14 females); all other stressed participants were considered non-responders",additive,NA,0,0.987122383994268,0.0723742790401817,2017,-0.5220167926932342,13.817063371986157,0.003427573140186598,1.4597111877061175,0.8903349092678138,1.6395079789767455,-0.47258880371184947,0.2402322850781233,-0.9434354303887301,-0.001742177034968817,-2.2643701194220762,1.3191925119983774
38,012,012_01,012_01_03,NA,0038,zoladz et al,9.335480673934626,Zoladz_2017,article,Phillip R. Zoladz; Chelsea E. Cadle; Alison M. Dailey; Miranda K. Fiely; David M. Peters; Hannah E. Nagle; Brianne E. Mosley; Amanda R. Scharf; Callie M. Brown; Tessa J. Duffy; McKenna B. Earley; Boyd R. Rorabaugh; Kristie E. Payment,Blunted cortisol response to acute pre-learning stress prevents misinformation effect in a forced confabulation paradigm,2017,Hormones and Behavior,10.1016/j.yhbeh.2017.04.003,en,en,us,students,lab,none,NA,0,0,0,0,84,35,35,within,NA,NA,0.095,0.473,0.189,0.485,proportion,1,omit,omit,consistent,compared recall between confabulations and control items on responders to stress,Fig 3. p. 6. Probability of assents were gathered using a ruler,NA,NA,NA,NA,NA,-0.07150000000000001,NA,no_manipulation,0,0,audiovisual,looking_for_miracles,NA,0,0,24,live,interview,NA,no_manipulation,0,72,1,0,recognition,text,NA,9,4,22,"Stress. No stressed participants (control). Stressed participants were devided into cortisol ìrespondersî and ìnon-respondersî based on their cortisol response to the CPT. Specifically, stressed participants exhibiting a cortisol increase of at least 2.5 nmol/l following the CPT were considered responders (N =31; 17 males, 14 females); all other stressed participants were considered non-responders",additive,NA,0,1.01561224655199,0.0645104873953313,2017,-0.5530167926932342,15.501355521805763,0.004050827344031278,1.536027710703399,0.8858140853192421,1.7340294494750823,-0.5204154641514092,0.2405772559074643,-0.9919382212295151,-0.04889270707330323,-2.3123745730369363,1.271543644734118
39,013,013_01,013_01_01,NA,0039,zhu et al,5.335480673934626,Zhu_2013,article,Bi Zhu; Chuansheng Chen; Elizabeth F. Loftus; Chongde Lin; Qi Dong,The relationship between {DRM} and misinformation false memories,2013,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-013-0300-2,en,zh,cn,students,lab,NA,NA,0,0,0,0,432,432,432,within,NA,NA,0.6,0.32,0.17,0.18,proportion,0,omit,omit,consistent,compares the endorsement rate for misinformation and for original items,"P. 835 ""The misinformation test""",20,NA,1,NA,NA,0.050000000000000044,NA,no_manipulation,0,0,visual,car_break-in_and_stolen_wallet_slides_okado_stark_2005,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,12,12,50,NA,contradictory,NA,0,1.59795532381032,0.00610732709310981,2013,-0.04801679269323422,163.73775053381115,0.001478876658418774,1.0503363586333154,0.8544552002815368,1.2292468444070996,0.5476189651770045,0.23248045126321634,0.09196565359148118,1.0032722767625277,-1.2402299316356227,2.3354678619896316
40,014,014_01,014_01_01,NA,0040,wright & stroud,-9.664519326065374,Wright_1998,article,Daniel B. Wright; Joanne N. Stroud,Memory quality and misinformation for peripheral and central objects,1998,Legal and Criminological Psychology,10.1111/j.2044-8333.1998.tb00366.x,en,en,gb,students,lab,money,4 GBP,0,0,0,0,108,108,108,within,NA,NA,0.98,0.93,0.339064773623809,0.349728741546032,proportion,0,omit,omit,neutral,compares recall accuracy on central details within subjects,"Table 1, p.278",NA,24,NA,18,48,0.18000000000000005,NA,no_manipulation,0,0,visual,shoplifting_slides_wright_stroud_1998,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,central,2,2,10,central item,contradictory,NA,1,0.144654546795807,0.0185669558747887,1998,0.3319832073067658,53.85912514381847,0.03829856861519649,-0.9718246572876451,0.861223002371622,-1.1284239443343362,1.1164792040834521,0.23429771333794647,0.6572641242809872,1.575694283885917,-0.672280764999392,2.9052391731662963
