...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,sd_imputed,yi,vi,year_raw,control_acc,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub,p,p2,p_log
39,004,004_01,004_01_02,NA,0039,allen,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.1002/(SICI)1099-0720(199806)12:3<277::AID-ACP517>3.0.CO;2-B,en,en,us,students,lab,course_credit,NA,0,0,0,0,148,50,50,within,NA,NA,0.59,0.52,0.25,0.21,proportion,0,omit,omit,no_misinformation,proportion of correct on control and misled(target) items in the experimental-immediate condition,"table 1, p.281",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,student_professor_slides_allen_lindsey_1998,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,24,0,0,cued_recall,text,NA,6,12,23,NA,NA,0,0.300876292509922,0.0404526327169726,1998,-0.061772286245624586,-0.0015854481726118416,-0.3289146150080213,0.8805280539194652,-0.37354245960016225,0.6297909075179433,0.2549457997011434,0.13010632209393985,1.1294754929419468,-1.1929458217855056,2.452527636821392,0.9326655330730198,0.4326655330730198,1.1717625737484632
40,004,004_01,004_01_01,NA,0040,allen,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.1002/(SICI)1099-0720(199806)12:3<277::AID-ACP517>3.0.CO;2-B,en,en,us,students,lab,course_credit,NA,0,0,0,0,148,49,49,within,NA,NA,0.51,0.48,0.25,0.14,proportion,0,omit,omit,no_misinformation,proportion of correct on control and misled(target) items in the collapsed control condition,"table 1, p.281",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,student_professor_slides_allen_lindsey_1998,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,24,0,0,cued_recall,text,NA,6,12,23,NA,NA,0,0.146908864174451,0.0409264398692501,1998,-0.14177228624562455,-8.294015095851903e-5,-0.33671223343907,0.8807722896238027,-0.382292037801152,0.48362109761352096,0.25503136181179453,-0.016231186465799963,0.9834733816928418,-1.339161611691346,2.306403806918388,0.7661366728375001,0.2661366728375001,0.6310378759234814
41,004,004_01,004_01_03,NA,0041,allen,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.1002/(SICI)1099-0720(199806)12:3<277::AID-ACP517>3.0.CO;2-B,en,en,us,students,lab,course_credit,NA,0,0,0,0,148,49,49,within,NA,NA,0.52,0.38,0.23,0.18,proportion,0,omit,omit,no_misinformation,proportion of correct on control and misled(target) items in the experimental-delayed condition,"table 1, p.281",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,student_professor_slides_allen_lindsey_1998,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,24,0,0,cued_recall,text,NA,6,12,23,NA,NA,0,0.672592228512311,0.0431243893155875,1998,-0.13177228624562454,0.0010399762997902167,0.17069990466073726,0.8820254956429655,0.1935317125230071,0.5018923238515738,0.2550094040596309,0.0020830761756749916,1.0017015715274726,-1.3208785842725996,2.324663231975747,0.9993999292785355,0.4993999292785355,3.221797562729994
42,005,005_01,005_01_01,279_01_01,0042,Alpar,1.426008968609949,NA,article,NA,NA,NA,NA,NA,tr,tr,tr,students,lab,NA,NA,0,0,0,0,84,28,28,between,NA,NA,4.266667,9.4,2.7489,2.7489,count,1,omit,omit,consistent,"number of errors, consistent vs misled","figure 2, p. 10, using ruler",21.93,NA,2.72,NA,NA,0.07140000000000002,NA,no_manipulation,0,0,visual,security_camera_slides_er_2005,no_manipulation,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,15,15,NA,Age and gender descriptives across conditions taken from overall descriptives.,"group sizes calculated by dividing total sample size by three; standard deviations for each condition were estimated by assuming equal group sizes and equal variances, with the means and F statistic for the one-way ANOVA, using Barry Cohen's method for calculating ANOVAs with means and SDs",0,1.84133629676991,0.101701065694664,2007,-0.3673278195789579,0.002480028002257672,1.7539507804740675,0.9144599676592724,1.9180181117863753,0.08738551629584264,0.2556138005874369,-0.4136083268069369,0.5883793593986222,-1.735710567367432,1.9104815999591171,0.9999999961274668,0.4999999961274668,8.412004852164506
43,005,005_01,005_01_02,279_01_01,0043,Alpar,1.426008968609949,NA,article,NA,NA,NA,NA,NA,tr,tr,tr,students,lab,NA,NA,0,0,0,0,84,28,28,between,NA,NA,6,9.4,2.7489,2.7489,count,1,omit,omit,neutral,"number of errors, neutral vs misled","figure 2, p. 10, using ruler",21.93,NA,2.72,NA,NA,0.07140000000000002,NA,no_manipulation,0,0,visual,security_camera_slides_er_2005,no_manipulation,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,15,15,NA,Age and gender descriptives across conditions taken from overall descriptives.,"group sizes calculated by dividing total sample size by three; standard deviations for each condition were estimated by assuming equal group sizes and equal variances, with the means and F statistic for the one-way ANOVA, using Barry Cohen's method for calculating ANOVAs with means and SDs",0,1.219586457574,0.0847088493526598,2007,-0.25177228624562453,3.624363881351402e-5,0.9210668120189389,0.9053752806160219,1.017331521788667,0.2985196455550611,0.2547132356388463,-0.20070912268274171,0.7977484137928639,-1.5240921788545443,2.1211314699646664,0.9999860725334759,0.49998607253347593,4.85612787673359
44,006,006_01,006_01_01,NA,0044,amato-henderson,-9.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit_or_money,participants was given a monetary incentive to get as many questions correct as possible. This is common in polygraph studies.,0,0,0,0,96,96,96,within,NA,NA,0.966,0.509,0.026,0.14,proportion,0,omit,omit,neutral,comparing misled and control items,Item percentages were extracted from p.39 and p.40 and the mean and SD was calculated from the mean correct responses to misled and control items.,19.74,NA,3.83,18,44,0.135,NA,no_manipulation,0,0,audiovisual,burglary_honts_1996,NA,0,0,24,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,3,3,19,they are polygraphed as they take the recall test.,this is a within groups ME design looking also examining testing with a polygraph test.,0,4.52084583365253,0.0740574141970141,1996,0.3142277137543754,0.0039020483835772884,3.2020153686741044,0.8984996265394005,3.563735892697882,1.3188304649784253,0.25812829583960784,0.8129083017420937,1.8247526282147568,-0.5056260937522028,3.1432870237090533,1,0.5,Inf
45,009,009_01,009_01_02,NA,0063,assefi,-2.573991031390051,Assefi_2003,article,Seema L. Assefi; Maryanne Garry,Absolut{\textregistered} Memory Distortions,2003,Psychological Science,10.1111/1467-9280.01422,en,en,nz,community,missing,NA,NA,0,0,0,0,148,74,74,within,NA,NA,2.5,1.875,1.075,1.075,count,0,omit,omit,neutral,comparing control and misled items on participants who where told that they drunk a tonic,"figure 1, p.80",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,action_movie_assefi_2003,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,4,4,19,they are polygraphed as they take the recall test.,this study compares recall on slides for people who recieved a palcebo alcoholic beverage and a tonic drink(no alcohol).,0,0.578402749375343,0.0281572626367735,2003,-0.026772286245624555,0.001987853989276712,0.11412994890684747,0.9053189092371982,0.12606601689454477,0.3609752204359905,0.2568203437980765,-0.14238340390543403,0.864333844777415,-1.4627721316225033,2.1847225724944845,0.9997165244916127,0.49971652449161275,3.547484457165228
46,009,009_01,009_01_01,NA,0064,assefi,-2.573991031390051,Assefi_2003,article,Seema L. Assefi; Maryanne Garry,Absolut{\textregistered} Memory Distortions,2003,Psychological Science,10.1111/1467-9280.01422,en,en,nz,community,missing,NA,NA,0,0,0,0,148,74,74,within,NA,NA,2.425,1.4,1.075,1.075,count,0,omit,omit,neutral,comparing control and misled items on participants who where told that they drunk alcohol,"figure 1, p.79",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,action_movie_assefi_2003,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,4,4,19,NA,this study compares recall on slides for people who recieved a palcebo alcoholic beverage and a tonic drink(no alcohol).,0,0.948580508975562,0.0300669087230011,2003,-0.0455222862456246,0.0013308011236459502,0.34630556487246467,0.8785924225145929,0.39415951697069496,1.3569771180009953,0.2565171109675738,0.8542128190862862,1.8597414169157043,-0.466606288291318,3.1805605242933086,0.9999999775660555,0.4999999775660555,7.649094359264457
47,010,010_01,010_01_01,NA,0065,barnes,8.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,NA,0,0,0,0,161,161,161,within,NA,NA,0.74,0.55,0.23,0.55,proportion,0,omit,omit,neutral,proportion of correct on misled and non.misled items on the entire sample.,"table 16, p.124",24.11,NA,6.63,21,55,0.06399999999999995,NA,NA,0,0,visual,theft_jenkins_1985,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,NA,"this dissertation examines the placebo effct of the precence of alcohol vs soda. Sadly, only overall effects of accuracy is reported on both control and misled items.",0,0.449665826802998,0.0127363344034075,2014,0.08822771375437544,0.0011933691008295523,1.1641687157963347,0.891005474114484,1.306578634607527,1.3569771180009953,0.2565171109675738,0.8542128190862862,1.8597414169157043,-0.466606288291318,3.1805605242933086,0.9999661807559154,0.49996618075591537,4.470836103821129
48,011,011_01,011_01_01,NA,0066,bartlett,15.426008968609949,Bartlett_2021,article,Georgina Bartlett; Julie Gawrylowicz; Daniel Frings; Ian P. Albery,The intoxicated co-witness: effects of alcohol and dyadic discussion on memory conformity and event recall,2021,Psychopharmacology,10.1007/s00213-021-05776-0,en,en,us,students,lab,course_credit,NA,0,0,0,0,122,61,61,between,NA,NA,0.72,0.66,0.16,0.19,proportion,0,omit,omit,no_misinformation,comparing cowittness and individual recall accuracy on a cued recall test.,p.6 in digital document.,24.1,NA,7.67,NA,NA,NA,NA,NA,0,0,visual,theft_jenkins_1985,NA,0,0,0,live,cowitness,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,8,NA,"this study examines the effect of alcohol and cowitness exposure on accuracy. Sadly, the reporting makes it so only one overall cowitness effect is extractable.",0,0.339464333694943,0.0332591640731596,2021,0.06822771375437542,0.0014212744388997286,-0.6207226986954829,0.9286195477936875,-0.668435959775197,1.050948882728557,0.255797224203552,0.5495955359442777,1.5523022295128361,-0.7722460267019391,2.874143792159053,0.968655774821863,0.46865577482186305,1.5038424613496244
49,012,012_01,012_01_01,NA,0067,baym,4.426008968609949,NA,NA,NA,NA,NA,NA,10.3758/CABN.10.3.339,en,en,us,community,lab,NA,NA,0,0,0,0,18,18,18,within,NA,NA,0.705,0.53,0.085,0.085,proportion,0,omit,omit,consistent,true memories on control and misled items.,"figure 2, .p.343. Extracted with a ruler.",22.6,NA,NA,NA,NA,0,NA,NA,0,0,visual,everyday_slides _baym_2010,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,23,0,0,recognition,text,NA,6,6,12,post exposure retiontion is the median range they reported.,this is an fmri study with astandard within subjects design.,0,2.01301507699828,0.167392079169756,2010,0.053227713754375405,0.0012768778330984323,-0.17659939309008987,0.933215648269961,-0.18923749662522069,1.030850533866699,0.25570530193278707,0.5296773514224961,1.5320237163109018,-0.7922948410945867,2.8539959088279847,0.9999995676412888,0.49999956764128883,6.364155786431749
50,015,015_01,015_01_01,NA,0072,belli,-13.573991031390051,Belli_1992,article,Robert F. Belli; Paul D. Windschitl; Thomas T. McCarthy; Steve E. Winfrey,Detecting memory impairment with a modified test procedure: Manipulating retention interval with centrally presented event items.,1992,"Journal of Experimental Psychology: Learning, Memory, and Cognition",10.1037/0278-7393.18.2.356,en,en,us,students,lab,course_credit,NA,0,0,0,0,72,72,72,within,NA,NA,1.89,1.89,0.36,0.36,count,0,omit,omit,neutral,comparing recall on neutral control items and misled items.,p.362,19.5,NA,NA,NA,NA,0.139,NA,no_manipulation,0,0,visual,mother_child_slides_belli_et_al_1992,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,2,2,8,NA,standard within subjects ME design usign a forced choice test between event items and a novel item. Mean recall and SD was exactly the same across conditions,0,0,0.0277777777777778,1992,0.2932277137543754,0.008281414066285454,-0.7247501327480894,0.9050192879619129,-0.8008118085308586,0.7247501327480894,0.2606447435602868,0.2138958226102492,1.2356044428859296,-1.1010802606970096,2.5505805261931886,0.5,0,NA
51,015,015_04,015_04_01,NA,0073,belli,-13.573991031390051,Belli_1992,article,Robert F. Belli; Paul D. Windschitl; Thomas T. McCarthy; Steve E. Winfrey,Detecting memory impairment with a modified test procedure: Manipulating retention interval with centrally presented event items.,1992,"Journal of Experimental Psychology: Learning, Memory, and Cognition",10.1037/0278-7393.18.2.356,en,en,us,students,lab,course_credit,NA,0,0,0,0,72,72,72,within,NA,NA,1.6,1.71,0.6,0.49,count,0,omit,omit,neutral,comparing recall on neutral control items and misled items.,p. 364,20.4,NA,NA,NA,NA,-0.125,NA,no_manipulation,0,0,visual,mother_child_slides_belli_et_al_1992,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,2,2,8,NA,this is identical to the other experiments but the exposure time was reduced.,0,-0.199752045155906,0.0279163224984166,1992,0.1482277137543755,0.0013711815039710142,-0.5114499053847892,0.8821720529342537,-0.5797620811990362,0.7555684642598492,0.2638572035583968,0.23841784822393775,1.2727190802957606,-1.072033587366215,2.5831705158859135,0.11593912302096053,-0.38406087697903946,-0.9357699890143937
52,016,016_01,016_01_01,NA,0074,belli,-12.573991031390051,Belli_1993,article,Robert F. Belli,Failure of Interpolated Tests in Inducing Memory Impairment with Final Modified Tests: Evidence Unfavorable to the Blocking Hypothesis,1993,The American Journal of Psychology,10.2307/1423184,en,en,us,students,lab,course_credit,NA,0,0,0,0,168,168,168,within,NA,NA,0.72,0.708,0.45,0.456,proportion,0,omit,omit,neutral,comparing recall accuracy on misled and non-misled items through reporting of the correct detail on the modified test.,"table 1, p.414",19,NA,NA,17,22,0,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,1,0,0,0,modified_test,missing,NA,NA,4,10,NA,A standard within subject ME design. though using a peculiar test - interpolaetd recall. they also conduct the modified test AFTER the first recall. So the modified test results are dependent on the previous test.,0,0.0264299509768518,0.011905801402245,1993,0.06822771375437542,0.0017326025610851915,-0.3389770043527781,0.9089389635672903,-0.3729370375128418,0.9813633983509111,0.25556015388796727,0.4804747008469815,1.4822520958548409,-0.8417037936989757,2.804430590400798,0.5956966720071241,0.09569667200712406,0.39329268378877624
53,015,015_03,015_03_01,NA,0075,belli,-13.573991031390051,Belli_1992,article,Robert F. Belli; Paul D. Windschitl; Thomas T. McCarthy; Steve E. Winfrey,Detecting memory impairment with a modified test procedure: Manipulating retention interval with centrally presented event items.,1992,"Journal of Experimental Psychology: Learning, Memory, and Cognition",10.1037/0278-7393.18.2.356,en,en,us,students,lab,course_credit,NA,0,0,0,0,72,72,72,within,NA,NA,1.6,1.4,0.58,0.66,count,0,omit,omit,neutral,comparing recall on neutral control items and misled items.,p. 363,20.7,NA,NA,NA,NA,0.08299999999999996,NA,no_manipulation,0,0,visual,mother_child_slides_belli_et_al_1992,NA,0,0,120,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,2,2,8,five days retention interval between event and recall + exposure,standard within subjects ME design usign a forced choice test between event items and a novel item. Correct responses were analyzed both by treating subjects as a random effect and by treating items as a random effect.,0,0.320207653623963,0.0281337949355533,1992,0.1482277137543755,0.0025858301164461005,-0.35510885512232837,0.88283520406778,-0.4022368540426541,0.8840323993516254,0.26412245392754125,0.36636190214530484,1.4017028965579459,-0.9437168293773369,2.7117816280805878,0.9718722488675795,0.4718722488675795,1.5508649891224855
54,015,015_02,015_02_01,NA,0076,belli,-13.573991031390051,Belli_1992,article,Robert F. Belli; Paul D. Windschitl; Thomas T. McCarthy; Steve E. Winfrey,Detecting memory impairment with a modified test procedure: Manipulating retention interval with centrally presented event items.,1992,"Journal of Experimental Psychology: Learning, Memory, and Cognition",10.1037/0278-7393.18.2.356,en,en,us,students,lab,course_credit,NA,0,0,0,0,72,72,72,within,NA,NA,1.5,1.33,0.63,0.69,count,0,omit,omit,neutral,comparing recall on neutral control items and misled items.,p. 363,18.6,NA,NA,NA,NA,0.18100000000000005,NA,no_manipulation,0,0,visual,mother_child_slides_belli_et_al_1992,NA,0,0,168,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,2,2,8,one week retention interval between event and recall + exposure,standard within subjects ME design usign a forced choice test between event items and a novel item. Correct responses were analyzed both by treating subjects as a random effect and by treating items as a random effect.,0,0.255948248694712,0.0280052413403121,1992,0.09822771375437545,0.0013159743418431783,-0.12492885383261021,0.8833120089018464,-0.14143230542956686,0.7555684642598492,0.2638572035583968,0.23841784822393775,1.2727190802957606,-1.072033587366215,2.5831705158859135,0.9369223240625859,0.4369223240625859,1.200124316391811
