"","...1","...2","id_record","id_study","id_control","id_effect","authors","title","publication_year","container","record_type","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id","yi","vi","cooks_dist"
"32",32,88,"026","026_01","026_01_01","0088","christiaansen & ochalek",NA,"1983",NA,"article","10.3758/bf03196983","en","en","us","students","lab",NA,NA,0,0,0,0,61,16,15,"between",NA,NA,0.95,0.41,NA,NA,"proportion",0,"omit","omit","neutral","3 groups, 1) misled, 2) misled postexposure warned, 3) misled postexposure 45 min delay warned)","Table 1, p.420",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","shoplifting_christianseen_et_al_1983",NA,1,0,48,"text","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,4,4,27,"biased condition",NA,0.95,0.41,0.21409285068512,0.135895907878876,NA,NA,88,2.91159604266625,0.265898787887146,0.00204643898835356
"33",33,89,"026","026_01","026_01_01","0089","christiaansen & ochalek",NA,"1983",NA,"article","10.3758/bf03196983","en","en","us","students","lab",NA,NA,0,0,0,0,61,16,12,"between",NA,NA,0.95,0.62,NA,NA,"proportion",0,"omit","omit","neutral","3 groups, 1) misled, 2) misled postexposure warned, 3) misled postexposure 45 min delay warned)","Table 1, p.420",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","shoplifting_christianseen_et_al_1983",NA,1,0,48,"text","narrative",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,4,4,27,"biased-immediately-informed condition (warned after PEI)",NA,0.95,0.62,0.0835839137434959,0.0717566981911659,NA,NA,89,4.06579582165545,0.441024327322457,0.00184317366184516
"34",34,90,"026","026_01","026_01_01","0090","christiaansen & ochalek",NA,"1983",NA,"article","10.3758/bf03196983","en","en","us","students","lab",NA,NA,0,0,0,0,61,16,18,"between",NA,NA,0.95,0.95,NA,NA,"proportion",0,"omit","omit","neutral","3 groups, 1) misled, 2) misled postexposure warned, 3) misled postexposure 45 min delay warned)","Table 1, p.420",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","shoplifting_christianseen_et_al_1983",NA,1,0,48,"text","narrative",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,4,4,27,"biased-delay-informed condition, received warning 45minlater, just prior to the final test",NA,0.95,0.95,0.123616904020309,0.104440428316593,NA,NA,90,0,0.118055555555556,0.0145270250988835
"35",35,91,"026","026_02","026_02_01","0091","christiaansen & ochalek",NA,"1983",NA,"article","10.3758/bf03196983","en","en","us","students","lab",NA,NA,0,0,0,0,81,21,21,"between",NA,NA,0.85,0.21,NA,NA,"proportion",0,"omit","omit","consistent","accurate control group vs biased","Table 3, p 472",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,1,0,48,"text","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,4,4,24,"biased condition","they also had a neutral control group condition, I only compared with the consistent/accurate one.",0.85,0.21,0.188251495361328,0.153741657733917,NA,NA,91,3.6535186519729,0.254145220718022,0.000428189633889923
"36",36,92,"026","026_02","026_02_01","0092","christiaansen & ochalek",NA,"1983",NA,"article","10.3758/bf03196983","en","en","us","students","lab",NA,NA,0,0,0,0,81,21,21,"between",NA,NA,0.85,0.49,NA,NA,"proportion",0,"omit","omit","consistent","accurate control group vs immediately informed","Table 3, p 472",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,1,0,48,"text","narrative",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,4,4,24,"biased-immediately-informed condition (warned prior to the final test), in the first experiment, this group were warned right after PEI","they also had a neutral control group condition, I only compared with the consistent/accurate one.",0.85,0.49,0.157992631196976,0.172979578375816,NA,NA,92,2.13213575480611,0.149357177106222,1.7225735305845e-05
"37",37,93,"026","026_02","026_02_01","0093","christiaansen & ochalek",NA,"1983",NA,"article","10.3758/bf03196983","en","en","us","students","lab",NA,NA,0,0,0,0,81,21,18,"between",NA,NA,0.85,0.43,NA,NA,"proportion",0,"omit","omit","consistent","accurate control group vs biased delayed informed","Table 3, p 472",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,1,0,48,"text","narrative",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,4,4,24,"biased-delay-informed condition, received warning 45minlater, just prior to the final test","they also had a neutral control group condition, I only compared with the consistent/accurate one.",0.85,0.43,0.215246722102165,0.189214244484901,NA,NA,93,2.01973492113536,0.155473694862471,5.33975175315234e-05
"38",38,94,"027","027_01","027_01_01","0094","sheehan & tilden",NA,"1983",NA,"article","10.1037/0278-7393.9.2.283","en","en","au","community","lab","none",NA,0,0,0,0,96,12,12,"between",NA,NA,11.92,12.33,NA,NA,"count",0,"omit","omit","neutral","compared people high and low in suggestibility, as well as awake or under hypnosis","Table 3, p.289",NA,NA,NA,NA,NA,0.61,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,3,3,15,"Under hypnosis, high suggestibility","They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.",0.794666667,0.822,0.102753400802612,0.158999085426331,NA,NA,94,-0.197133262896187,0.167476281736252,8.56219836476548e-05
"39",39,95,"027","027_01","027_01_02","0095","sheehan & tilden",NA,"1983",NA,"article","10.1037/0278-7393.9.2.283","en","en","au","community","lab","none",NA,0,0,0,0,96,12,12,"between",NA,NA,11.92,11.67,NA,NA,"count",0,"omit","omit","neutral","compared people high and low in suggestibility, as well as awake or under hypnosis","Table 3, p.289",NA,NA,NA,NA,NA,0.61,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,3,3,15,"Under hypnosis, low suggestibility","They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.",0.794666667,0.778,0.102753400802612,0.190095037221909,NA,NA,95,0.105308035591769,0.166897703799171,2.27108736990058e-05
"40",40,96,"027","027_01","027_01_03","0096","sheehan & tilden",NA,"1983",NA,"article","10.1037/0278-7393.9.2.283","en","en","au","community","lab","none",NA,0,0,0,0,96,12,12,"between",NA,NA,12.92,12.33,NA,NA,"count",0,"omit","omit","neutral","compared people high and low in suggestibility, as well as awake or under hypnosis","Table 3, p.289",NA,NA,NA,NA,NA,0.61,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,3,3,15,"Awake, high suggestibility","They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.",0.861333333,0.822,0.0752677321434021,0.0979002416133881,NA,NA,96,0.434885912204645,0.170606786596543,5.85383466260372e-10
"41",41,97,"027","027_01","027_01_04","0097","sheehan & tilden",NA,"1983",NA,"article","10.1037/0278-7393.9.2.283","en","en","au","community","lab","none",NA,0,0,0,0,96,12,12,"between",NA,NA,12.67,11.42,NA,NA,"count",0,"omit","omit","neutral","compared people high and low in suggestibility, as well as awake or under hypnosis","Table 3, p.289",NA,NA,NA,NA,NA,0.61,NA,"no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,3,3,15,"Awake, low suggestibility","They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.",0.844666667,0.761333333,0.0752677321434021,0.158371895551682,NA,NA,97,0.648878298952715,0.175438396809412,9.091856806456e-06
"42",42,99,"028","028_04","028_04_01","0099","loftus","Leading Questions and the Eyewitness Report","1975",NA,"article","10.1016/0010-0285(75)90023-7","en","en","us","students","lab",NA,NA,0,0,0,0,100,50,50,"between",NA,NA,0.916,0.708,NA,NA,"proportion",0,"omit","omit","no misinformation","compared false presuppositions and control (reversed)","Results, p.569",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","car_accident_loftus_1975",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,168,0,0,"recognition","text",NA,5,5,20,"false presuppositions","Not sure if the video had audio. Had another condition named ""direct questions"", I do not think this counts as misleading PEI",0.916,0.708,0.176633760333061,0.219372466206551,NA,NA,99,1.03640669251357,0.0453706941614346,3.88754074061707e-05
"43",43,110,"030","030_01","030_01_01","0110","miller & loftus","Influencing memory for people and their action","1976",NA,"article","10.3758/BF03337105","en","en","us","students","lab","course_credit",NA,0,0,0,0,26,26,26,"within",NA,NA,0.88,0.31,NA,NA,"proportion",0,"omit","omit","consistent","compared correct ""yes"" responses vs. falsely recognized responses (reversed)","Results, p.10",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","photography_models_slides_miller_loftus_1976",NA,0,0,0,"live","interview",NA,"no_manipulation",0,0,0,0,"recognition","visual",NA,6,4,20,NA,"The subjects were exposed to slides depicting one of five persons (models) engaged in one of four different activities. During exposure they saw a slide of the model and then asked a question about the model. In th erecall phase they had to identify the right model.",0.88,0.31,0.184502005577087,0.265954583883286,NA,NA,110,2.45280440801641,0.134771629461392,0.00205607068514596
"44",44,113,"031","031_02","031_02_01","0113","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,48,48,48,"within",NA,NA,0.67,0.52,NA,NA,"proportion",0,"omit","omit","neutral","compared control group with misled-plus-commit group","Results, p. 445",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"modified_test","visual",NA,2,2,NA,NA,"They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall",0.67,0.52,0.253299087285995,0.26935225725174,NA,NA,113,0.569134003227392,0.043353716216821,3.32601082392753e-05
"45",45,114,"031","031_03","031_03_01","0114","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.71,0.28,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-only on 1 slide & standard test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,2,2,NA,"misled-only, 1 slide, standard test","They did the interpolated test (repeated recall) after expose and before recall",0.71,0.28,0.193138554692268,0.159044414758682,NA,NA,114,2.37647047217679,0.189550165349002,1.02847129612723e-05
"46",46,115,"031","031_03","031_03_02","0115","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.72,0.71,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-only on 1 slide & modified test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"modified_test","text",NA,2,2,NA,"misled-only, 1 slide & modified test","They did the interpolated test (repeated recall) after expose and before recall",0.72,0.71,0.208065718412399,0.15095117688179,NA,NA,115,0.0537917618451244,0.111151299356144,4.01238176386911e-05
"47",47,116,"031","031_03","031_03_03","0116","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.79,0.49,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-only on 2 slide & standard test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,2,2,NA,"misled-only, 2 slide & standard test","They did the interpolated test (repeated recall) after expose and before recall",0.79,0.49,0.185478284955025,0.163611337542534,NA,NA,116,1.677227019218,0.150181812138818,6.64613379766589e-06
"48",48,117,"031","031_03","031_03_04","0117","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.76,0.67,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-only on 2 slide & modified test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"modified_test","text",NA,2,2,NA,"misled-only, 2 slide & modified test","They did the interpolated test (repeated recall) after expose and before recall",0.76,0.67,0.168787941336632,0.152655020356178,NA,NA,117,0.546827308847245,0.115264168134738,1.51703435025122e-06
"49",49,118,"031","031_03","031_03_01","0118","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.71,0.22,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-plus-commit on 1 slide & standard test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,2,2,NA,"misled-plus-commit, 1 slide, standard test","They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall",0.71,0.22,0.193138554692268,0.172061055898666,NA,NA,118,2.6193983785565,0.206406220355339,2.22541775522567e-05
"50",50,119,"031","031_03","031_03_02","0119","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.72,0.44,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-plus-commit on 2 slide & standard test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,2,2,NA,"misled-plus-commit, 2 slide & standard test","They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall",0.72,0.44,0.220133796334267,0.214562073349953,NA,NA,119,1.25949006491483,0.133143266994711,8.56528343292926e-06
"51",51,120,"031","031_03","031_03_03","0120","schreiber & sergent","The role of commitment in producing misinformation effects in eyewitness memory","1998",NA,"article","10.3758/BF03208819","en","en","us","students","lab","course_credit",NA,0,0,0,0,216,18,18,"between",NA,NA,0.79,0.58,NA,NA,"proportion",0,"omit","omit","neutral","compared control & misled-plus-commit on 1 slide & modified test","Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"modified_test","text",NA,2,2,NA,"misled-plus-commit, 1 slide & standard test","They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall",0.79,0.58,0.190247789025307,0.166516587138176,NA,NA,120,1.1485159657262,0.129431790604555,2.72659147294635e-06
